Trip,total_distance,speed,temperature,consumedElectric,slope
554,2.672902836039007,46.20174897611063,11.5,0.9756126404000014,-3.7412508472695056
565,1.5297383643461,51.88882779645675,10.0,0.7317199706999986,0.6537065574788397
568,11.85194332302158,41.52635896070715,10.23158640226629,2.6829299927000037,-3.29059960354731
575,15.318975940290645,39.52092949872601,6.334818941504178,12.317070007300003,1.305570299082312
588,14.204206936034867,48.29627716640423,7.777348394768133,10.487800598199996,-0.6336151001269746
596,11.539341552367432,65.12189290736073,-5.061386138613861,10.487800598099994,1.6465410884819442
600,13.562939389897432,19.26589605798483,-2.0622438524590163,8.414630889900003,-2.064449246219904
601,5.383366511758742,49.75183093820382,-3.0,0.7317085266000021,0.0
603,4.48515991795248,39.124059836989204,-4.0,2.3170738219999976,-6.911682206897053
616,3.975535973693127,39.19404016237502,7.0,0.8536567688000005,2.2638456951602755
625,5.579936830348148,33.08739611453846,3.6637220259128385,4.146339416499998,-0.7168539934439417
627,7.7038188486928165,55.94317895869505,5.0,1.463417053199997,0.5192230085574663
630,11.125901743273221,47.68420999169648,2.7980815347721824,16.341461181599996,2.247008878638995
632,6.752223167377841,43.45651984562076,4.0,7.195121765099998,-5.33157733499206
635,5.850324964256663,42.53875447354816,4.5,1.8292694091000001,-1.3674454066871606
636,5.331487902218891,45.62001914805201,4.694164989939638,1.7073211670000035,-3.376168216101297
646,4.774094722701246,63.242242617870076,2.982283464566929,1.9512176514000004,2.5135655442567844
658,14.03647998575437,65.42049982293727,2.673521850899743,12.926830291699993,0.6411863949604248
659,10.510245160258181,34.009350240887564,7.334560053529609,9.268291473399998,-2.1883409615380476
668,4.1306832259455675,51.33662042965442,9.350287907869482,3.048778533999993,5.325995433833809
669,4.910035761269705,23.562151283659997,7.616537717601547,7.073177337600001,-2.8513030618701007
672,10.708069592783172,42.50106452371082,12.985540334855404,3.170730590800005,0.560325084555275
673,4.199071663273255,47.18442650021395,9.632231404958677,3.0487823485999996,-0.23814787652861377
674,6.199755787246364,42.13301537549215,2.365702479338843,0.9756011963000049,-0.3225933518404448
678,6.846216661936276,31.160595299127284,15.072847682119205,0.7317047119000009,-2.044925057344075
690,13.799086424455112,50.41912005337769,7.334545454545455,9.512191772400001,-0.6522170905495568
693,5.696706444225392,46.9471510332396,5.44336569579288,3.7804908752000017,0.5266200794041308
694,1.58126519183704,32.74804008639006,3.6081632653061226,3.6585388183999896,5.691644922344886
702,8.317911402954604,67.5702891463612,9.21754932502596,7.804880142199998,2.4044497507987166
719,10.705165341740516,27.661413752495505,8.183028286189684,3.0487823485999996,-0.4670642479947972
728,2.7034369223059516,64.90858792035577,6.5,0.9756011963000049,5.178593176887743
735,7.287687152402534,43.507870069626385,-2.8129032258064517,0.7317047118999938,0.5488709814719912
736,6.8296369447558405,48.94968513009083,1.7941176470588236,10.0,-1.3177860071918874
738,8.346759384699853,64.25016848313831,-1.6062022090059473,6.585369110100004,4.672472058016853
739,7.973131092041546,42.528670921714266,-2.8819444444444446,3.0487823487000014,-4.138900968646967
755,3.363000215145405,40.115046469949256,-2.1742902208201893,2.4390258788999972,0.8920606030559799
757,7.382274064026738,51.59813087709958,-3.4101123595505616,4.0243911743,-4.199248054344209
772,10.226471244250037,24.506793733226395,-7.981497145273842,22.8048782349,1.95570881903621
775,3.4804352079896894,24.90069352078676,-7.0,3.658538818400004,6.895689350833362
778,5.799478380205807,32.703599257290975,-8.145925925925926,5.121948242199991,0.8621465021863853
780,1.8293861360565773,33.51104976231016,-4.889105058365759,1.097564697300001,2.7331572604884795
787,1.5434451779180112,26.523570879300426,0.6785714285714286,2.5609741210999886,1.9437036332231568
792,5.561088843769329,40.126103246263725,-1.840365682137834,4.634143829399996,-0.17982089984417438
795,8.579405724356025,41.685193368102844,0.6384136858475894,5.487804412899997,2.6808383632802717
799,15.12750927702449,45.7369747304153,5.230645161290322,5.487808227499997,-2.0492468014600718
803,2.9713301679033144,28.934126652803798,0.3381818181818182,1.829269409200002,-5.721343317426033
808,5.0648331225529875,43.36837368066542,0.09369817578772803,5.3658599853000055,4.1462372978272395
816,14.94453929526741,38.47730775328282,1.0629629629629629,11.829261779800007,1.405195542337676
825,7.161101812517686,36.470044807690805,-13.153201219512194,0.9756011963000049,0.4189299466118421
834,8.842976149449122,49.949229370629965,-1.0096153846153846,1.7073211670000035,1.2439251010176309
845,8.329749086362247,56.70259372695955,3.6259541984732824,1.341461181699998,-1.6807228951135256
869,5.495909287544244,40.166249129460574,-10.727739726027398,7.195121765099998,1.4556281010916516
876,3.6331850225358617,28.646983966286452,-8.624271330153682,10.8536567688,-2.2019247438205674
883,4.26283000759113,39.47256510822052,-12.654605263157896,1.3414611815999962,-0.7037578309849755
887,5.981775398773221,24.205087593350207,-14.452944136889784,16.097560882499998,0.3343488958830136
896,6.63097217254653,35.57095385508377,-1.0,5.487800598100009,-3.0161489868414404
900,8.093409842543194,57.2087346087646,-0.11938202247191011,0.0,1.6062451121238421
901,4.257437890070583,55.55491183827536,0.5,2.6829299925999948,-4.697661015007415
912,3.6986751087344443,31.69486844352422,-9.828970331588133,2.1951141356999955,-2.16293666375507
915,4.953876879478771,30.61764782844073,-7.145420792079208,6.219512939500007,0.4037242040239064
916,2.796886631178882,27.65004032357051,-1.8232890704800817,6.341468811000013,-5.720646600987196
936,6.312410655100192,12.986549669506251,2.72,0.731704711900008,0.0
937,5.700830841368219,38.66346762893002,3.92619926199262,4.512191772500003,1.4033042239997375
941,9.975523544005807,45.513149241490694,4.996387283236994,4.756099700900002,1.1026990163949633
956,14.31359526294253,48.045374131007655,-0.07620164126611957,14.512191772500003,-0.6287728439060123
960,2.7656120634159658,56.85999853951905,-2.8857142857142857,1.463413238500003,-3.615836122600806
970,11.793420391094198,38.05159445179089,0.6654117647058824,15.000007629400002,-0.42396521400829146
982,8.942155259069187,35.02699398623857,6.810880829015544,1.8292617798000066,0.5591493163719082
983,2.703369559218934,35.03678555377266,2.3842010771992816,1.5853652954999973,2.219452379175838
986,8.7220029832623,44.79687148029693,5.51920438957476,2.804878234900002,0.4586102535938225
989,5.926942163808359,43.89731061159285,7.206794682422452,3.7804832457999993,1.6872106600032175
1001,16.61302263548519,29.437071011460258,-1.7661713286713288,19.146331787200012,0.9029061314802644
1006,12.701168213864012,23.856570145811855,-4.004380475594493,9.6341476441,-2.5194532865937695
1009,7.865327812183963,45.82092576085133,-5.2317073170731705,7.073173522899992,-2.034244520007779
1026,4.984692194439838,58.25115741171219,-2.682926829268293,1.0975570679000057,1.805527733495566
1034,13.122297040936074,31.287006746775678,-9.600439681231107,19.7560882568,1.5241234013837952
1035,7.378287169099745,51.9143266689571,-7.478514426028238,15.12195968630001,-2.3040577860937663
1049,8.725985430909589,31.712329674823916,-8.926857406552838,13.536586761500004,-1.4898030833229219
1064,4.943385363085958,30.500405579068747,-1.1104240282685511,2.9268302918000018,0.4045810417562672
1067,2.3866785775805646,30.341824567663863,-5.000970873786407,4.146339416499998,-0.8379846447641265
1070,2.247900805667403,47.26038515721399,-1.0,2.3170776366999988,-4.003735386058503
1072,9.399030802121175,61.61286147499527,6.74260752688172,6.58536529540001,-1.1703334345406675
1073,13.629677426997372,45.916325739627794,6.665196078431372,40.243904113800006,3.1548802405863636
1075,7.218525092206967,29.748939092657494,7.224928366762177,4.268295288100006,0.2770649093066361
1076,1.6645817638582059,40.01754854110059,6.569078947368421,2.926834106499996,0.0
1083,4.238107611332444,41.81611443579067,14.088012139605462,2.073165893500004,4.955041713392852
1100,2.516829868171661,31.214933900271177,3.0,2.195121765099998,0.7946504550396528
1108,6.067219159046759,42.743818193344374,4.929889298892989,3.414627075200002,1.1537410824467058
1110,8.876890026778847,52.46556922223787,5.008148148148148,10.487808227599999,2.7036495808328573
1111,5.6086217648664825,60.848629232066735,4.504979253112033,5.121955871600001,-2.6744538371196596
1113,6.375713907846069,53.819798266645876,4.054441260744985,2.560981750499998,0.0
1117,8.097822002620575,50.28020568469648,8.194827586206896,3.170730590800005,0.4939599806843792
1139,7.91564474297333,43.59554673852587,14.748251748251748,4.634147643999995,-2.526641941296554
1143,2.772989356258663,54.83840780908409,15.0,0.8536605834999946,-3.2455948594562454
1148,8.38831119304578,34.23434578394255,31.437689969604865,1.3414611815999962,1.6689891061274071
1149,2.3077403578264124,27.50951753122396,4.23828125,0.0,3.4665944861903557
1151,1.2781940858005263,47.25881577221527,30.736559139784948,0.9756088257000002,-4.6941227992321926
1153,1.5267612791073404,53.99803120972153,30.737704918032787,0.12194824219999845,-5.239849942145115
1154,3.5321814619901666,39.35507062291531,-0.7105263157894737,1.585372924799998,0.0
1160,1.8460106738594872,33.262111995139904,4.746478873239437,1.8292694091000001,-3.2502520624410547
1168,2.283496901476241,43.1002047680058,2.0,0.0,-0.8758496666700246
1175,2.3704384277878647,3.49054211833004,2.7670682730923697,1.2195129395000066,0.0
1179,17.33096792407628,33.08436339600991,3.4238000989609105,6.219512939400005,-1.615605090417497
1184,4.09314940965335,29.306058918404123,4.360099337748345,2.073165893600006,4.886213035085325
1197,12.366276172933038,35.73025981575756,-4.011696772283091,20.365852356000005,0.8895159582539888
1198,1.7928378854567621,49.02658616929445,-3.5,1.0975608825999998,-1.6733247463898213
1204,11.135006863849078,25.160112381654983,-0.2755822159491884,6.7073211670000035,0.7184548781889669
1212,3.867319322976349,36.76478132063921,2.9678533475026567,6.829269409200009,0.0
1221,7.499715430711892,46.234708085942515,2.3508771929824563,5.609756469700002,3.0667830283017525
1222,1.808416060874447,49.36785610183214,2.0,1.9512214660999945,1.1059401889147755
1243,10.903523962413068,31.6779145120835,3.3705698401667825,15.609756469700002,-1.7425558989458205
1245,3.068550763361724,48.883226440066665,1.8650793650793651,1.5853652954000026,-0.9776602153106883
1261,11.433387763662134,39.60508354703427,0.6951090781140042,12.682929992699997,1.4868733879585372
1262,3.0028086613725002,51.92610555394576,5.158666666666667,2.073165893500004,-0.9990646552314071
1263,5.678807779795171,57.82982752216766,6.7645547945205475,7.195121765099998,-0.8804664982304341
1292,4.88898433096659,33.92141678149778,6.0,4.268295288100006,-2.249956075810375
1304,10.80561320392573,39.500710804555816,1.5722077922077922,13.048789978000002,2.1285233485540638
1306,11.058762184660162,40.36256959129075,4.035455278001612,7.317070007299996,1.5372425698403254
1310,11.106849129377224,35.420541009169014,3.3342977380326144,8.658535003699999,2.3408979177749805
1320,3.5308288769344567,46.63018979948468,6.343324250681199,0.8536529540999993,-5.097953094693163
1323,8.062269892716229,47.05027971910545,5.702247191011236,2.073165893500004,-0.3721036432568845
1338,7.202176785895696,40.57978561237353,0.11419423692636073,2.92683410650001,-5.831570266679685
1339,11.568595215672588,34.14016949656657,3.1816707218167073,13.658535003599994,-0.43220459414348217
1340,2.270501278115225,34.08893306575034,5.140549273021001,1.3414649963999992,3.523451000494883
1360,5.473581790020525,30.62451781696874,10.5,0.24390411379999932,-1.278870083345142
1363,3.3745073079039996,28.037669158460563,13.128858024691358,3.536579132,5.037772465385228
1373,11.992086528613354,80.75992624022481,14.0,1.3414611815999962,-1.58437816093685
1380,7.310992250772791,40.62221271968558,4.092718446601942,5.487804412899997,4.2401905154150885
1383,4.459031823623503,68.69449211776335,2.5844346549192365,7.439025878900001,-2.9154310877817253
1384,4.766039171322909,50.81955603273086,1.3416107382550335,4.9999980925999985,-2.098178307087707
1402,8.494646731773766,38.48940836499654,0.9973147153598282,5.487804412800003,-1.6480967887262172
1405,11.398236521704941,43.015770187556754,2.7515201768933113,6.219509124799998,-1.842390264494953
1406,6.30741175146656,50.38659894609485,3.0795,7.317073822099999,3.487960017020404
1409,11.809867095828013,48.89227692121084,4.0184310018903595,5.7317085265999985,1.6934991594499194
1410,5.973818692560517,53.33623634882642,1.2214206437291897,5.24390411381,-3.682736475982717
1413,8.091303227370302,54.38193470909255,3.9401069518716576,8.780490875199995,2.7189686731280824
1418,11.394136915160795,54.83309899106231,12.433094713656388,19.634147643999995,0.7021154879537538
1421,1.624079965689945,45.893412237061995,9.5,1.7073211670000035,0.0
1424,11.260762138713519,60.307651954147495,3.7557160048134777,6.463409423800002,-2.131294463408484
1427,6.755522009048557,25.632235240017927,10.655472052606857,7.926826476999992,0.0
1429,2.5836516347719174,44.159393097866136,10.299242424242424,0.0,1.1611472536098457
1435,5.26789509260611,34.648250722810864,15.21165644171779,4.02438354489999,0.0
1453,8.588782665641405,40.452802997355455,11.542139384116693,6.341461181699998,2.5614805795481206
1457,8.78343844769039,50.332357189281666,11.0,2.3170700073000035,-2.504713857906628
1461,5.0664409572258196,39.344400803386016,9.151965065502184,3.6585311888999996,0.19737721379616352
1469,3.646828936156284,33.792816948589,17.97669491525424,2.804878234900002,-3.8389516604954443
1474,5.60512715322705,51.611683472341305,14.0,0.731704711900008,-1.427264677732448
1492,11.944159099824915,73.3881555824157,13.569965870307167,1.7073173523000023,-1.5907356760074063
1493,2.215003078498385,48.61218472777459,13.782786885245901,1.9512214659999998,-1.354399923468182
1496,7.357623252651338,51.90973908354014,7.101010101010101,3.0487823487000014,-1.3591345542728726
1509,11.83325705956384,58.67641188658238,28.890633608815428,22.926830291799995,0.0
1510,5.439043254646791,54.93200751058869,27.236899563318776,1.829269409200002,4.044829020472402
1511,7.172745742829924,51.14046242438407,25.30960264900662,1.8292694091999948,-2.648915865865304
1516,5.975380167875401,49.52909441819723,21.313953488372093,3.5365905761999983,6.861488114249626
1520,9.077415808834882,46.68075164979507,23.967741935483872,2.073165893500004,-1.1016351140670657
1522,7.848882599198638,37.28363005893455,27.693765281173594,1.46341705319999,-2.675540082883145
1528,7.605872853123927,37.23576448466968,21.579231287929872,4.0243835449000045,3.023979028331155
1531,3.2958193809430942,22.90050300762489,22.0,0.12194824220000555,-0.6068293704334315
1532,3.0601699212193116,37.79685335017073,22.045350172215844,2.8048858642999903,-0.3267792396317503
1533,2.032460738212468,32.27425628945959,19.5,0.48780822759999865,0.4920144242882111
1553,5.131040438069961,33.13443308811641,14.5,0.0,-0.974461234587492
1558,1.0141711461563532,35.5500767637645,5.0,0.48780822749999686,-15.77642990597694
1561,9.695520602475348,28.399338919707414,7.169386169386169,9.268295288100006,2.062808261672285
1562,2.7602615883690533,38.02566822178091,6.5,0.9756126404000014,-5.796552061376859
1567,13.265003059513823,36.290614155915925,9.448083067092652,-20.243904113699998,0.7538633768220564
1568,1.9595893265552358,26.36556277728426,9.605633802816902,0.9756088255999984,-7.654665085550612
1572,4.127921516103005,24.035847673459195,14.1640625,2.195117950400004,2.180274010756027
1573,9.893154556715352,58.424811800578595,18.070876288659793,4.51219558710001,-1.5161999050968211
1575,5.72944543002964,40.122126718551144,24.145067698259187,0.6097564697999971,-3.1416653181923895
1578,3.573006604162134,20.40884385187538,9.93632075471698,0.0,-1.3993816843706883
1582,5.55960657792011,42.27464570300768,18.51388888888889,19.024383544900004,-1.259081897593328
1585,1.6195094902206844,30.45284411413885,15.156609195402298,1.7073211670000035,1.8524127324448105
1586,3.031127080746248,44.99732976558331,26.09860557768924,1.0975570679000128,0.0
1589,8.473877496126015,31.17707455088182,26.717115444134944,10.609756469700002,-0.11800973054627802
1591,1.5321305606686537,29.052469132891567,16.5,0.0,2.610743563691019
1593,9.582673115099386,35.040221020832746,27.381930854533593,9.024383545000006,1.9827452916098915
1594,14.307916439044314,55.225292883225926,21.36015538290788,2.0731735230000012,-1.537610321791163
1595,2.356904858790266,36.238939662114305,14.0,0.731708526599995,-0.42428526390041565
1596,2.7114259500356113,40.96769137107253,24.266346153846154,0.36585235599999777,-7.007382960154401
1599,8.07392951993086,27.128509303327952,7.8678696158323636,4.756095886200001,0.9908434276335504
1600,9.22389567514407,63.79558049101776,19.940298507462686,3.4146347045999974,-2.059867182930084
1601,6.599285717513917,33.79778374308549,9.582701062215477,65.365852356,-0.6061262038381451
1602,1.58640620204563,30.842242009709633,3.796969696969697,0.3658523558999889,-5.673200210888441
1604,12.48377284527245,50.79170391161317,16.397624039133472,8.41463470459999,1.5219757869268837
1606,5.745553613511358,51.34353262937579,18.0,1.0975646971999993,-6.091667114147765
1607,3.622274087757355,37.89931838277529,20.154342723004696,2.926818847700005,-3.0367663333865464
1615,2.51971373326107,31.312726569176,1.0,0.8536605835000017,-0.3968704804834228
1624,2.9708164770915904,43.46087851656244,19.503768844221106,1.585372924799998,-4.375901406312016
1625,4.740820511360974,34.659623738621235,5.861613351877608,2.0731697083,-0.4218679013911557
1629,4.1628163208279165,24.685057888045527,5.724540901502504,2.926826477000006,1.2011099252646298
1634,4.911758457188187,30.964693808554667,23.0,1.3414649963999992,2.8503030273224224
1635,2.4641865999435657,34.82870296931618,23.44938271604938,3.536582946700001,-4.058134233920848
1637,5.568458647602234,24.777485997918237,19.0,0.3658599854000073,1.4366632682896519
1638,6.390453744315942,30.563687160525223,4.4086705202312135,5.121948242199991,0.4694502331181698
