,Unnamed: 0.1,Unnamed: 0,Trip,total_distance,timestamp,longitude_min,latitude_min,longitude_max,latitude_max,start_lat,end_lat,start_long,end_long,start_altitude,end_altitude,slope,delta_altitude
23,23,23,674,6199.755787246364,159600,-83.7044719444,42.3028216667,-83.6939172222,42.3062936111,42.3028216667,42.3062936111,-83.7044719444,-83.6939172222,275.68170166,275.739044189,9.24915931696081e-05,0.05734252900003867
24,24,24,678,6846.216661936276,243300,-83.75033,42.2641908333,-83.7464352778,42.2779333333,42.2641908333,42.2779019444,-83.7502569444,-83.7464352778,271.431304932,259.743499756,-0.01707194321368268,-11.687805175999983
25,25,25,690,13799.086424455112,857800,-83.7213222222,42.2447616667,-83.6818108333,42.2969205556,42.2969205556,42.2491533333,-83.6818108333,-83.7213222222,270.982727051,259.93661499,-0.00800496153177565,-11.046112060999974
26,26,26,693,5696.706444225392,328500,-83.7995458333,42.2727325,-83.7801025,42.2911869444,42.2735327778,42.2911869444,-83.7801025,-83.7995369444,293.875244141,293.74130249,-0.00023512120968210068,-0.13394165099998645
27,27,27,694,1581.26519183704,237700,-83.7322511111,42.2617558333,-83.7249611111,42.2771325,42.2617558333,42.2771325,-83.7249611111,-83.7309383333,261.019378662,274.115509033,0.08282342272378028,13.096130371000015
28,28,28,702,8317.911402954604,461100,-83.8014344444,42.2435438889,-83.7435158333,42.2853711111,42.2438236111,42.2852319444,-83.7435158333,-83.8014344444,262.056427002,282.851135254,0.024999993661801032,20.794708251999964
29,29,29,719,10705.165341740516,464200,-83.7244383333,42.2433786111,-83.7160211111,42.2497366667,42.2497366667,42.2450888889,-83.7219883333,-83.7244383333,261.055969238,249.557266235,-0.01074127233838586,-11.498703003000003
30,30,30,728,2703.436922305952,69900,-83.7486444444,42.2437761111,-83.7346777778,42.2440661111,42.2440294444,42.2437761111,-83.7346777778,-83.7486444444,257.096252441,269.993652344,0.04770796230295397,12.897399903000007
31,31,31,735,7287.687152402535,91000,-83.692975,42.3050194444,-83.6837958333,42.3075238889,42.3050427778,42.3075238889,-83.692975,-83.6837958333,276.58782959,271.307006836,-0.007246227822336286,-5.280822753999985
32,32,32,736,6829.636944755841,879000,-83.7209591667,42.2447966667,-83.6818808333,42.2970980556,42.2970980556,42.2491575,-83.6818808333,-83.7209591667,271.247802734,259.724945068,-0.016871869119364606,-11.522857665999993
